step,portfolio_value,returns
0,1000000.0,0.0
1,998776.335703545,-0.001223664296454983
2,999516.6899013872,0.0007412612527715474
3,1000987.4092809453,0.0014714305367959522
4,1001966.1854368596,0.0009778106565969653
5,1001679.4428849455,-0.0002861798692228786
6,1000204.7881022397,-0.0014721823365553535
7,1000165.3931028723,-3.938693339207536e-05
8,1001446.676778688,0.0012810717953764378
9,1002689.2515108075,0.0012407797249040812
10,1001582.9732378996,-0.001103311191618996
11,1001921.7835105403,0.00033827479269677005
12,1002143.5506805057,0.0002213417989460233
13,1002607.3514223063,0.0004628086879226322
14,1000805.0745577578,-0.0017975899159244377
15,1001696.9746609153,0.0008911826346919965
16,1001874.7777087543,0.00017750183172826118
17,1003783.6003581543,0.0019052507278059043
18,1004439.236915027,0.0006531652406343507
19,1003479.2388544299,-0.0009557552366687565
20,1002230.8262283866,-0.0012440841600953269
21,999875.793652263,-0.002349790601618295
22,998528.0614103826,-0.0013478996595742132
23,998746.46647498,0.0002187270173347836
24,999507.0222415421,0.0007615103453096115
25,999326.726343659,-0.00018038482358912302
26,999413.7067027509,8.703896013082051e-05
27,1001311.9752818262,0.0018993821741129426
28,1002647.0271413885,0.0013333025995085354
29,1002938.7578423717,0.0002909605205881309
30,1002711.8170856576,-0.00022627578697058927
31,1001894.3754496133,-0.0008152308790178231
32,1000548.9842780257,-0.0013428473146022695
33,1000732.9762038101,0.000183890972531596
34,999661.6365437814,-0.0010705549687117578
35,998619.7865075549,-0.001042202679527171
36,995741.8313257971,-0.002881932864381543
37,995790.0757543807,4.845074000687646e-05
38,997566.5087660592,0.0017839432777362646
39,994101.7285993181,-0.0034732322469675472
40,992801.4132693462,-0.0013080304485577892
41,992921.008123182,0.00012046201006294951
42,993127.1460301323,0.00020760755917528423
43,991924.2429516058,-0.0012112276694226966
44,989907.4329051467,-0.002033229917294681
45,988638.1379825646,-0.0012822359751931784
46,989246.1065039159,0.0006149555615888546
47,988064.3178011149,-0.001194635687753711
48,990130.8060929286,0.0020914511885345884
49,989066.0770388618,-0.001075341810915121
50,990341.565666003,0.00128958889274605
51,990833.9750390886,0.0004972116592465268
52,991474.2716358113,0.0006462198641275068
53,991568.6922390566,9.523252992685476e-05
54,991547.1185859424,-2.1757093868534035e-05
55,989237.8257693651,-0.0023289794032891487
56,989668.8307527283,0.00043569399808180575
57,990379.4937185241,0.0007180815882170603
58,989049.2369997036,-0.0013431787786981537
59,988310.8695224385,-0.0007465426893254774
60,986563.8259899619,-0.0017677064842166843
61,988304.3917677681,0.0017642708276473192
62,990305.3883686289,0.0020246764231024897
63,989697.9562781733,-0.0006133785573522065
64,989787.0648381922,9.003611602274973e-05
65,990986.0926340774,0.0012113997429146419
66,990180.0095375642,-0.0008134151452827929
67,988604.8083345557,-0.0015908230703871563
68,987712.7434845053,-0.0009023472701424375
69,987522.8798086843,-0.00019222560109043377
70,984898.5772182737,-0.002657460038717386
71,985912.5507086038,0.0010295207179545358
72,986681.5902812432,0.0007800281800720155
73,986186.3536873426,-0.0005019213886005876
74,986292.3406338767,0.00010747152010149833
75,988365.1362084947,0.0021016036414576267
76,987571.6502992077,-0.0008028266884553664
77,985885.4029151276,-0.0017074683984389322
78,986368.1458743257,0.0004896542313849782
79,987769.4244925175,0.0014206446386706138
80,987863.0338754411,9.476845567645444e-05
81,990661.3958722821,0.002832742901475832
82,988128.1237879951,-0.0025571523174741863
83,987856.259826195,-0.0002751302743594888
84,988411.5503301747,0.0005621167031704346
85,987684.0351931306,-0.0007360447546379921
86,987589.1335084989,-9.608506490960236e-05
87,987944.5171303706,0.0003598496680589954
88,989648.4384290082,0.0017247135533348832
89,989472.1809792711,-0.00017810107397023053
90,989140.7733366163,-0.0003349337647135611
91,991515.5342135176,0.0024008320563821866
92,992334.8781298253,0.0008263550978630903
93,992471.384677987,0.00013756096975940364
94,991562.1160069843,-0.0009161661333920696
95,992995.5124234426,0.0014455941723858729
96,992596.656568345,-0.0004016693430206003
97,992904.834923231,0.0003104769221684273
98,993282.6265219782,0.0003804912469545433
99,991716.0978744319,-0.0015771227702145306
100,992044.2518101969,0.0003308950378726055
101,991814.6679544165,-0.00023142501492398024
102,992056.4711388506,0.00024379875822242453
103,989710.9725617134,-0.002364279297976422
104,990200.5986886721,0.0004947162762996535
105,992401.3325524199,0.0022225131621433462
106,992372.8992509552,-2.865101096904525e-05
107,991998.6142621997,-0.00037716163857153657
108,992379.5180816348,0.00038397616081181825
109,992110.4351757145,-0.0002711491934460574
110,990910.9041001681,-0.0012090701125766813
111,989262.5399942384,-0.0016634836685207259
112,988474.3953529996,-0.0007966991666776719
113,987915.8579705992,-0.0005650499244352196
114,989430.5756394439,0.0015332456267645163
115,989175.9261198107,-0.0002573697699494433
116,987436.3763464667,-0.0017585848254188688
117,988453.3187658425,0.0010298814624780837
118,988853.8572990553,0.00040521744993779983
119,988443.8581658233,-0.00041462055308346253
120,987982.8980723076,-0.00046634929207922774
121,985935.2330407682,-0.002072571332494391
122,987035.618913182,0.0011160833242769095
123,986745.2371829262,-0.0002941957966781796
124,988612.9516915091,0.0018928031656024209
125,987157.6115500754,-0.0014721030499789437
126,987254.4515958311,9.809988255438447e-05
127,985313.1927517756,-0.001966320679453562
128,986408.1567127223,0.0011112851923647206
129,987293.3038951302,0.0008973437378678249
130,986811.6635392458,-0.0004878391800938315
131,985486.8497406153,-0.001342519396131768
132,987915.2887061507,0.002464202303840533
133,989342.5965085481,0.0014447673993047722
134,991483.3219779907,0.002163785807866056
135,992244.231928456,0.0007674460412983166
136,991806.9163066709,-0.00044073385131721573
137,994000.003665879,0.002211203938136318
138,993362.0578807616,-0.0006417965621375286
139,994965.7801058885,0.0016144387762789204
140,994727.1301833721,-0.00023985741749935527
141,995238.34073729,0.0005139203892264191
142,995888.5619228743,0.0006533321305755007
143,995477.1799387574,-0.0004130803383488583
144,996929.1473684568,0.0014585642533651072
145,996696.2511451485,-0.0002336136162966546
146,996130.1036639115,-0.0005680240901745146
147,996073.0818097237,-5.7243380134759974e-05
148,994963.6737041844,-0.001113781835689961
149,994764.355853576,-0.00020032676154530486
150,995316.2458543027,0.0005547947083941493
151,995830.0248354936,0.0005161967197169594
152,996304.7413626581,0.00047670437255882997
153,995914.7477903651,-0.00039144004449840003
154,998648.4030560947,0.002744868746842722
155,996681.5315467337,-0.0019695335248540763
156,996592.3013765828,-8.952726355066968e-05
157,998695.0253669602,0.0021099139412103793
158,995761.2817114395,-0.002937577119143805
159,993317.5690453857,-0.0024541149680510988
160,993958.7385201432,0.0006454828694650961
161,994919.1070881431,0.000966205669090212
162,996439.5292607584,0.0015281867257179989
163,997371.9304799073,0.0009357328686474531
164,996945.9761296,-0.0004270767376643473
165,996768.6437506152,-0.00017787561536004986
166,996011.7677361071,-0.0007593296792123403
167,996213.460648168,0.00020250053121292265
168,995828.9164229096,-0.0003860058516055453
169,995888.2281848477,5.9560192478848776e-05
170,995822.1358458333,-6.636521764582421e-05
171,996888.9852107774,0.0010713252161620936
172,996725.9138343936,-0.00016358027704488202
173,995305.8936301791,-0.0014246847448278871
174,995510.6858752298,0.00020575809543709288
175,997688.0668402927,0.0021871999928846373
176,997681.970578986,-6.110388115568903e-06
177,998877.1830170556,0.0011979894127745077
178,998537.4013636247,-0.00034016359489221935
179,999405.0147093578,0.0008688841745418818
180,998848.4914851097,-0.0005568545445110965
181,995417.8002240593,-0.0034346462854937905
182,994912.2267471948,-0.0005079007797034479
183,994413.1265217313,-0.0005016525197356228
184,996098.129908658,0.0016944701774206697
185,995828.1689003278,-0.00027101848725986504
186,995529.407484369,-0.0003000130196042454
187,996735.7690860453,0.0012117789716777076
188,996661.0217386468,-7.499213905715863e-05
189,997089.9757418124,0.0004303910695908368
190,996330.9669389406,-0.0007612239831286204
191,996437.4800876607,0.00010690538812357414
192,995452.556076734,-0.0009884453672297567
193,994116.4509793482,-0.0013422087162563163
194,994811.1757967426,0.000698836455940339
195,995141.3395346395,0.0003318858351510966
196,995204.2258976522,6.31933982786042e-05
197,994459.1397016564,-0.0007486766802298765
198,994318.6134248248,-0.00014130925165390933
199,995057.9310337049,0.0007435419581793919
200,997222.9237842045,0.0021757454344899815
201,996889.8007305053,-0.0003340507380587982
202,997056.087239345,0.0001668053065823742
203,995684.2023177053,-0.0013759355558804877
204,995132.9674307001,-0.0005536242171182805
205,993330.1260173974,-0.0018116588157634764
206,993060.5585622065,-0.00027137750897752506
207,990436.3229687389,-0.0026425735780575927
208,991240.1785044229,0.0008116175841315637
209,992000.5228487602,0.0007670636852962895
210,990202.1504642185,-0.0018128744321397531
211,990289.2798964967,8.799156034691735e-05
212,990199.253145188,-9.090954848881266e-05
213,992584.0952466343,0.002408446677647287
214,992190.9231256668,-0.00039610963227235314
215,991040.4603660421,-0.001159517521083982
216,991096.924138337,5.697423521343568e-05
217,990927.450988073,-0.00017099553649744867
218,990385.365283136,-0.0005470488322797708
219,991112.8026066461,0.0007344992656490855
220,991322.3233937193,0.00021139953648276877
221,991423.8179545865,0.00010238300749622944
222,992032.5733272976,0.0006140213314292122
223,992465.8940277405,0.00043680087942023677
224,990872.5524397215,-0.001605437121423532
225,988734.2267278004,-0.002158022953260856
226,987904.9980509579,-0.0008386770220212202
227,986972.7378103365,-0.000943673979239562
228,987944.039899716,0.0009841225113617783
229,987697.2410396235,-0.0002498105663126253
230,986151.9145764475,-0.001564575052927641
231,987336.4495298283,0.00120116884211453
232,986959.0322605305,-0.00038225801293721706
233,987818.9093079175,0.0008712388450587353
234,986599.4233211096,-0.0012345238335863015
235,986357.6400591753,-0.0002450673051484258
236,986357.1906868293,-4.5558763656998945e-07
237,987889.2507695216,0.0015532507869948063
238,988277.3927697643,0.00039290031746005256
239,988504.001926104,0.00022929711637393948
240,988649.3980328675,0.000147087018848892
241,986969.1261761333,-0.001699562918945225
242,986356.9761786939,-0.0006202321645166724
243,988072.0725634412,0.0017388191356357242
244,989000.2037584251,0.000939335520915909
245,987174.1190717577,-0.0018463946516167435
246,986729.6567862023,-0.0004502369713392062
247,986288.5843853066,-0.0004470043013932951
248,985788.7117676791,-0.0005068218628313883
249,985280.7346722465,-0.0005153001747420034
250,983802.6853875285,-0.0015001300976514803
251,984019.879567192,0.00022077006181173042
252,984629.5560486399,0.0006195774029647034
253,983365.9847723983,-0.0012832961071293102
254,985086.4112141912,0.0017495281191683444
255,982676.3502678832,-0.0024465477534478417
256,981868.0255308393,-0.000822574733607321
257,981686.8789180462,-0.00018449181364792405
258,983042.6228366848,0.0013810349794353735
259,985287.0032498831,0.002283095728567535
260,985611.4316248856,0.00032927296709738403
261,985699.7111972308,8.9568332420477e-05
262,985964.7208572896,0.00026885435498088004
263,988538.862751059,0.0026107849898840017
264,988545.1641737855,6.374481534234055e-06
265,988217.6805540242,-0.0003312783589761536
266,989967.1553300645,0.0017703334098004495
267,988745.9741341518,-0.001233557284539906
268,990347.0973253481,0.0016193473683656185
269,990318.2523569437,-2.9126120006097143e-05
270,990705.7448581571,0.00039128078301214924
271,989674.8039211005,-0.0010406126565908583
272,990423.1746901183,0.0007561784598868132
273,991026.6155695698,0.0006092758074247038
274,989300.6318147902,-0.0017416119079582861
275,987628.5363471495,-0.001690179318467985
276,987778.3022995413,0.000151641985706193
277,986903.2953929565,-0.0008858332933086567
278,988129.7462651636,0.0012427264940065273
279,989856.2317584202,0.0017472255033128953
280,989499.2273851804,-0.0003606628536404949
281,990950.6749303133,0.0014668506098467428
282,990324.756662011,-0.0006316341308776435
283,991567.7298149713,0.0012551167125720124
284,991338.2794962826,-0.00023140155915680666
285,990500.2894986195,-0.0008453118526693712
286,989569.4439860596,-0.0009397730848024832
287,988200.3593022295,-0.001383515519957221
288,989380.4120255496,0.0011941431838309818
289,989671.3660317074,0.00029407698254521527
290,988604.2719576498,-0.001078230724544721
291,987701.8426539806,-0.0009128316853034121
292,986221.9375076527,-0.0014983318673896303
293,986755.7125199861,0.0005412321426172594
294,984936.8771616585,-0.0018432478629210516
295,984870.6632183923,-6.722658558282982e-05
296,983903.787481573,-0.0009817286400427032
297,985796.8196084742,0.0019240012600689976
298,983846.0710413154,-0.001978854595953635
299,980749.9448922112,-0.0031469619488618066
300,982955.1974399103,0.0022485370090348502
301,982123.7076190476,-0.0008459081584066653
302,981411.507098055,-0.0007251637603975661
303,981623.0843293128,0.00021558462452047193
304,979006.6960385506,-0.0026653695624424237
305,979498.7899245829,0.0005026460881458302
306,977877.7503509978,-0.0016549684290166013
307,978860.811923219,0.0010053010939949966
308,979118.4240729614,0.0002631754654027756
309,979781.2172032985,0.0006769284634435989
310,979977.9900611658,0.00020083346609661387
311,979040.4358377514,-0.0009567094699299075
312,980096.5657835873,0.0010787398632133081
313,978975.1022461227,-0.0011442377992295144
314,978411.8478776752,-0.0005753510657780333
315,980138.4765005758,0.0017647257917470026
316,980635.2778380493,0.0005068685184641543
317,980332.9022590949,-0.0003083466256905389
318,980502.410671437,0.00017290903115824372
319,978975.9539493929,-0.0015568107792808513
320,979026.9155732869,5.20560527441567e-05
321,978491.681497106,-0.0005467000627531726
322,978956.786088077,0.00047532809912027694
323,977359.9528068182,-0.0016311580898680773
324,976854.1712018581,-0.0005174977791013157
325,974829.8498744891,-0.0020722861068181424
326,973274.1844606653,-0.001595832764070661
327,972759.8204381182,-0.0005284883034601173
328,973357.6994419951,0.0006146214012084296
329,972746.8881595716,-0.0006275301287221775
330,972589.1198953369,-0.0001621884029186094
331,972307.7608661148,-0.00028928868672974795
332,971302.638748451,-0.0010337489405292707
333,970359.2127565114,-0.0009712997312096699
334,971345.1290184917,0.0010160322579713605
335,971864.5675879311,0.0005347621086690533
336,971377.8503464124,-0.0005008076822130143
337,973559.552665173,0.002245987303480853
338,973059.4718053882,-0.0005136623213400109
339,974695.236113162,0.0016810527569695566
340,973843.7019422315,-0.0008736414618442268
341,972990.2083622084,-0.0008764174151569232
342,972498.8230678994,-0.0005050259397123117
343,972174.1571924642,-0.00033384706257125896
344,971555.8393707778,-0.0006360154886980592
345,972540.8340553411,0.0010138322931610157
346,971525.4558427896,-0.0010440468687751689
347,970183.198370391,-0.001381597841133435
348,969618.5283572138,-0.0005820241106274365
349,968805.7021328636,-0.0008382948557381564
350,967497.1142030506,-0.0013507227785014592
351,966482.8448493718,-0.001048343544170957
352,964802.814070526,-0.0017382934294168544
353,963112.8390573462,-0.0017516273673060469
354,962736.6410076449,-0.00039060641125861353
355,963513.4254303537,0.0008068503779972195
356,962149.2276010236,-0.0014158576241122822
357,958255.005047544,-0.004047420547423052
358,957617.4839906683,-0.0006652937407241324
359,957330.9559788478,-0.0002992092527660074
360,956634.2940370957,-0.0007277127490771993
361,955055.3613054347,-0.0016505081842694085
362,955178.0329695047,0.00012844455833671545
363,955368.9968560665,0.00019992491448753857
364,954956.2878662335,-0.0004319890965597177
365,955223.4378203094,0.0002797509765319712
366,954402.8307064633,-0.0008590734705155753
367,954850.1001045168,0.0004686379625702183
368,954523.8496038535,-0.0003416771916634758
369,955007.9853523435,0.0005072013116182677
370,954808.5597929348,-0.00020882082921553082
371,955019.1966130019,0.00022060633820956672
372,955519.9559347637,0.0005243447708043335
373,955199.9886693197,-0.0003348619392579572
374,953684.6249497138,-0.0015864360736822034
375,951918.466634562,-0.0018519312034048362
376,950624.3553563019,-0.0013594770178536008
377,948574.1615705651,-0.0021566813160055986
378,949407.9848134904,0.0008790279945479114
379,950064.489246632,0.0006914882154383027
380,948884.8058415286,-0.0012416877153663985
381,948751.055201119,-0.00014095561398616216
382,946496.492774551,-0.0023763477407570104
383,945989.8552943424,-0.0005352766587898259
384,944424.6619628719,-0.0016545561484731506
385,942512.526476802,-0.0020246564528459145
386,942521.0362888745,9.028858326490338e-06
387,942669.3876831466,0.0001573984967553638
388,941870.2847299521,-0.0008477022417780278
389,943220.8525081873,0.0014339212098855123
390,943806.8269607521,0.0006212484075247433
391,944036.27250856,0.00024310647184732295
392,945213.9628543898,0.0012475053979656696
393,947905.5282990194,0.0028475726665119897
394,946508.5065251607,-0.00147379852965474
395,945217.1977335174,-0.001364286514850283
396,945885.1178684698,0.0007066313822410087
397,947184.82247261,0.001374061796287803
398,947064.8632964699,-0.0001266481190302305
399,946838.1142991965,-0.00023942288016486952
400,946261.9954924977,-0.0006084660070166697
401,948031.5493301878,0.0018700463995377514
402,948857.7367067742,0.0008714766688620192
403,950312.1590148552,0.0015328138790635236
404,952063.795016222,0.0018432217085202081
405,951895.6058192381,-0.0001766574864671423
406,950797.452911481,-0.0011536484684284006
407,948828.1215484437,-0.0020712417318819736
408,948453.0040080288,-0.0003953482531722777
409,951856.829343573,0.003588818129269556
410,951710.9579047415,-0.00015324934836264943
411,953013.0993036673,0.0013682109973731473
412,950270.4315516936,-0.002877890927184209
413,952562.4643346061,0.0024119794816406465
414,953347.8531289175,0.0008245010943823581
415,951847.3900481092,-0.001573888351333378
416,952715.7756513684,0.0009123159997479327
417,951660.7180665383,-0.0011074211341874285
418,952077.9791770353,0.0004384557464394217
419,952697.6242864417,0.0006508344095323508
420,952725.5915750251,2.9355892016995214e-05
421,954760.758158652,0.002136151901055148
422,955244.8167202981,0.0005069946135822551
423,955287.8506441031,4.5050151596471234e-05
424,954417.7999174397,-0.0009107733612196635
425,955617.9151392066,0.0012574317263054874
426,955974.6317259377,0.00037328369537649144
427,954684.0603376656,-0.0013500058949703266
428,953951.5813486127,-0.0007672475319152835
429,953818.1964427853,-0.00013982355963892872
430,954525.8505608303,0.0007419171920646503
431,954092.1276853692,-0.0004543856776705057
432,954296.9798535233,0.0002147090015835891
433,954142.7317848081,-0.00016163528961276675
434,953514.5479057856,-0.0006583751655765518
435,953165.2002938046,-0.0003663789008235421
436,953090.5085857413,-7.83617656627985e-05
437,953841.2840257428,0.0007877273283474004
438,954906.2756724504,0.001116529200972284
439,954666.6197946128,-0.0002509731938549795
440,956136.2010812791,0.0015393659484841933
441,955427.7912499629,-0.0007409089107964754
442,955145.7878086137,-0.00029515934530248417
443,955082.6351929576,-6.611829991004373e-05
444,955375.8820048894,0.0003070381568319385
445,958165.8109834326,0.0029202422115663876
446,960059.789808185,0.0019766712640356685
447,958909.9621579107,-0.001197662544021343
448,957395.0988723314,-0.0015797763558220177
449,959896.9030579187,0.0026131366126001337
450,958614.3246942583,-0.0013361626228551183
451,958220.1214399422,-0.000411221952521778
452,957837.0650992381,-0.00039975818930671305
453,957957.2083874193,0.0001254318636842814
454,958458.9624108743,0.0005237749860451453
455,957032.7691614077,-0.0014880065870313314
456,959353.8289941587,0.0024252668325921026
457,959796.3478430667,0.0004612676111085932
458,958072.2733503211,-0.001796291991129211
459,959988.5189942474,0.002000105521502384
460,959221.860736923,-0.0007986119022836724
461,959126.6460254528,-9.9262449457763e-05
462,960671.9305493449,0.001611137100919509
463,960552.3786957831,-0.00012444607754221577
464,961362.4644768487,0.0008433540939907383
465,962030.1506041037,0.0006945206952908357
466,961218.8592060092,-0.0008433118209289528
467,961049.181098119,-0.0001765239063560846
468,961550.2878057676,0.0005214162995030388
469,961205.7284021854,-0.0003583373724202389
470,961865.6646593763,0.0006865712902979674
471,961002.4214190672,-0.0008974675695641584
472,958178.9013249722,-0.002938098834262739
473,957973.5099587752,-0.00021435596829871438
474,957520.3705015108,-0.0004730187761496135
475,956237.4243194594,-0.0013398630687924528
476,955429.9650770666,-0.0008444129270170056
477,954838.903038247,-0.000618634604758144
478,951607.7606299813,-0.0033839660260850364
479,952015.0258323755,0.00042797591533364984
480,952276.8330606796,0.00027500325225979553
481,953666.0970774738,0.0014588867108411873
482,954472.4893530905,0.0008455708744265551
483,954622.8522378544,0.00015753506407059674
484,955112.157580577,0.0005125640367560068
485,952043.5412412192,-0.003212833503377243
486,952702.8863011581,0.0006925576734435337
487,951983.353656442,-0.0007552539779843184
488,950267.549408615,-0.001802346901589045
489,948877.2268586304,-0.00146308537090402
490,947411.9211194264,-0.0015442521937797126
491,947186.802696988,-0.00023761409099898076
492,947935.447020525,0.0007903871986025829
493,946769.5982419377,-0.0012298820370645524
494,947182.981871621,0.00043662537374552726
495,947872.1233577875,0.0007275695397364259
496,948065.112113663,0.00020360210108495155
497,949989.0257884808,0.002029305424527754
498,949552.8102834733,-0.00045917952014800105
499,951376.8408125729,0.0019209363706216428
500,949965.5468222213,-0.0014834226878449343
501,951178.4118728724,0.0012767463564424526
502,951523.6293942023,0.00036293666574091184
503,948458.5809404948,-0.0032212005661476605
504,946250.1113350866,-0.002328482919326026
505,948372.1443588322,0.002242570963348679
506,948628.7271890559,0.0002705507872093702
